Project ID,Project Subject Subcategory Tree,Project Title,Project Need Statement,School State,School Metro Type,School Zip,Project Grade Level Category,project_txt
c96aa2b6c1d178c2b6b25c14d60cf8d1,"Literacy, Mathematics","Engaging, Differentiating, and Motivating Student Learning",My students need 2 Chromebooks (STEMs) in order to enhance and foster teaching and improve academic success for ALL students. STEMs is part of our nation's future prosperity.,Texas,urban,79904,Grades 3-5,"engaging, differentiating, and motivating student learning & my students need chromebooks stems in order to enhance and foster teaching and improve academic success for all students. stems is part of our nations future prosperity. & literacy, mathematics & texas"
d2926b1c30b4ccbaf4a104c7430ce10a,Music,I Want To Bang On the Drum All Day!,My students need 2 drums to start building our drum program!,Indiana,urban,46240,Grades PreK-2,i want to bang on the drum all day & my students need drums to start building our drum program & music & indiana
d3831ea2611d92ca62a91a55454085ce,Literacy,Books of Our Very Own!,"My students need books of their very own, such as The Thank You Book, Clifford Goes to Kindergarten and Pete the Cat.",Texas,urban,78242,Grades PreK-2,"books of our very own & my students need books of their very own, such as the thank you book, clifford goes to kindergarten and pete the cat. & literacy & texas"
d4684870ef106a0e5226b8aa2439a247,"Literacy, Mathematics",Inspired 2nd Graders Seeking Chromebook,My students need a Chromebook they can utilize for every aspect of our everyday learning. ,Michigan,suburban,48386,Grades PreK-2,"inspired 2nd graders seeking chromebook & my students need a chromebook they can utilize for every aspect of our everyday learning. & literacy, mathematics & michigan"
d4c059338a6f26337ab8058b825da4da,"College & Career Prep, Literacy",Book Bait - Let's Get Hooked on Non-Fiction Texts,"My students need non-fiction texts, comprehension games, a rug for our whole group lesson area, lined magnet pages for handwriting practice and privacy partitions.",Texas,suburban,77346,Grades 3-5,"book bait lets get hooked on nonfiction texts & my students need nonfiction texts, comprehension games, a rug for our whole group lesson area, lined magnet pages for handwriting practice and privacy partitions. & college & career prep, literacy & texas"
d6051855fe6a6632beae7c81089a23da,"Literacy, Special Needs",Help Us Practice Our Reading!!,My students need 2 listening centers to be used with my special needs students in their inclusion classrooms to help build their reading skills!,Indiana,urban,46219,Grades PreK-2,"help us practice our reading & my students need listening centers to be used with my special needs students in their inclusion classrooms to help build their reading skills & literacy, special needs & indiana"
de55c14428f305903c154c9f7a8a572e,"Literacy, Special Needs","Think Before You Speak, Read Before You Think","My students need a listening center, pocket charts to write on and easily erase answers and alphabet sounds teaching tubs to improve fluency.",Illinois,suburban,60473,Grades 9-12,"think before you speak, read before you think & my students need a listening center, pocket charts to write on and easily erase answers and alphabet sounds teaching tubs to improve fluency. & literacy, special needs & illinois"
dffae28a652dcaf74544b23ec7cc2d10,"Literacy, Special Needs",Crime in Progress! Calling For Backup!,My students need engaging fiction and nonfiction crime stories.,New York,urban,11357,Grades 6-8,"crime in progress calling for backup & my students need engaging fiction and nonfiction crime stories. & literacy, special needs & new york"
e7baf1440f5151e0c5284de9ce3c1ed2,"Literacy, Literature & Writing",Ahoy Mateys!  Flexible Seating for ye!,"My students need 2 wobble chairs, 1 bungee chair, 4 bouncy bands, assorted plastic stack stools, 3 lap trays, 3 stability discs, 1 balance ball, 2 floor cushions, and 2 ""Big Joe"" chairs for flexible seating!",Texas,urban,79762,Grades 3-5,"ahoy mateys flexible seating for ye & my students need wobble chairs, bungee chair, bouncy bands, assorted plastic stack stools, lap trays, stability discs, balance ball, floor cushions, and big joe chairs for flexible seating & literacy, literature & writing & texas"
ec2d718a8dd0f4ea120c86cda3bf9ae8,"Early Development, Literacy","Say ""Yes"" to ""No David!""",My students need 30 of their favorite books in hardcover binding.,Georgia,suburban,31410,Grades PreK-2,"say yes to no david & my students need 30 of their favorite books in hardcover binding. & early development, literacy & georgia"
ef820077718fc3638ccab0c318283353,"Special Needs, Visual Arts",Set Our Fairies Free!,"My students need wire, moss, ribbon, faux butterflies, glue, and flowers to make fairy crowns for Prom 2015!",Illinois,suburban,60473,Grades 3-5,"set our fairies free & my students need wire, moss, ribbon, faux butterflies, glue, and flowers to make fairy crowns for prom 2015 & special needs, visual arts & illinois"
fdcdcf76362fc51d4be37feb5c10b6a7,"Character Education, Early Development",Today I am a Child and My Work IS Play!,My students need house center furniture such as a closet with mirror and doll clothes.,New York,urban,11214,Grades PreK-2,"today i am a child and my work is play & my students need house center furniture such as a closet with mirror and doll clothes. & character education, early development & new york"
0140e46ae0f435aca38e742b5ae8b0a9,"Literacy, Literature & Writing",Infographics - The Pictures Say it All,"My students need books on reading and creating Infographics to help them learn to ""read"" the posters and advertisements they see everyday.",New York,suburban,11726,Grades 6-8,"infographics the pictures say it all & my students need books on reading and creating infographics to help them learn to read the posters and advertisements they see everyday. & literacy, literature & writing & new york"
01d8bd4316914093909bfa7715fb3fab,"Literature & Writing, Music",Little Listeners Learn To Read!,"My students need a variety of read along books including Where the Wild Things Are, Skippyjon Jones, Chrysanthemum and more for our school listening center library.",Michigan,urban,48910,Grades PreK-2,"little listeners learn to read & my students need a variety of read along books including where the wild things are, skippyjon jones, chrysanthemum and more for our school listening center library. & literature & writing, music & michigan"
053b26bde4291ee8810cc1f8d85616d1,Literature & Writing,We Need The Write Stuff,"My students need writing materials, like a complete set of Language Teaching Centers for Common Core Standards, a Ready to Write Prompt Box, Writing Activity Pockets, and a Flip to Learn Revising and Editing Guide.",Illinois,suburban,62234,Grades 3-5,"we need the write stuff & my students need writing materials, like a complete set of language teaching centers for common core standards, a ready to write prompt box, writing activity pockets, and a flip to learn revising and editing guide. & literature & writing & illinois"
06e9c796a065fc2d30b27ba9e6c59681,Literacy,We Got the Write Stuff!,"My students need pencils, markers and paper to practice their writing, stickers to provide incentives to always do your best and books to enjoy!",New York,urban,14204,Grades 3-5,"we got the write stuff & my students need pencils, markers and paper to practice their writing, stickers to provide incentives to always do your best and books to enjoy & literacy & new york"
09b634e14fceeaf21ef9599e398e9a5d,"Literacy, Mathematics",Manipulative Mania,"My students need constant reinforcement of their content.  Graphic organizers, teaching charts, journals and manipulatives help them remember new lessons and practice the skills.",New York,suburban,11717,Grades 3-5,"manipulative mania & my students need constant reinforcement of their content. graphic organizers, teaching charts, journals and manipulatives help them remember new lessons and practice the skills. & literacy, mathematics & new york"
1cab15744d7191f2ec34e85461a6a78c,"ESL, Mathematics",Learning More with an IPad!,"My students need an iPad,  a sturdy case for the iPad, and a sound system so that they can access more ways to practice their English language skills.",North Carolina,suburban,27263,Grades 3-5,"learning more with an ipad & my students need an ipad, a sturdy case for the ipad, and a sound system so that they can access more ways to practice their english language skills. & esl, mathematics & north carolina"
21ccf0e6fef295f391871eab427fe2fe,"Gym & Fitness, Health & Wellness",P. E. Also Needs Basic Supplies For A New Year,"My students need basic supplies to start the new year. Hand sanitizer, band aids, tissues and ice packs to keep us healthy.  File folders to keep us organized. ",Indiana,urban,46222,Grades 3-5,"p. e. also needs basic supplies for a new year & my students need basic supplies to start the new year. hand sanitizer, band aids, tissues and ice packs to keep us healthy. file folders to keep us organized. & gym & fitness, health & wellness & indiana"
252c5395c931ce9c18d95320fdf2bfec,"Literature & Writing, Special Needs",Books For Brains!,"My students need books, reading games, pens, and folders for our writing.  ",Georgia,suburban,30122,Grades 3-5,"books for brains & my students need books, reading games, pens, and folders for our writing. & literature & writing, special needs & georgia"
26d896fffbcb8de721275838432040f8,"Early Development, Literature & Writing","Starting the Year Off The ""Write"" Way!",My students need a large dry erase board to view modeled tasks they will then preform (ex:writing letters/sentences) and magnetic folders to store lesson materials in. ,New York,urban,11214,Grades PreK-2,"starting the year off the write way & my students need a large dry erase board to view modeled tasks they will then preform exwriting letterssentences and magnetic folders to store lesson materials in. & early development, literature & writing & new york"
275caf9b51fb40fc8076e85df117cc8e,"Early Development, Literacy","Help Us Start the Year off ""Write"" Part 2",My students need a writing center where they can sit with a partner and inspire one another. We also need letter trays to help keep our group work organized. ,New York,urban,11214,Grades PreK-2,"help us start the year off write part & my students need a writing center where they can sit with a partner and inspire one another. we also need letter trays to help keep our group work organized. & early development, literacy & new york"
2a4e1e7597f6053284167c17a303c0cb,"Literacy, Literature & Writing",My Father's Dragon and Headphones,My students need a class set of My Father's Dragon and some headphones for our on-line reading support program.,New York,urban,10456,Grades 3-5,"my fathers dragon and headphones & my students need a class set of my fathers dragon and some headphones for our online reading support program. & literacy, literature & writing & new york"
2b58de0016cc43231e30cc434fc210de,"ESL, Literacy","We're on ""Fire"" in Fourth Grade",My students need 5 Kindle Fires and protective cases to engage in independent reading activities.,Florida,suburban,33617,Grades 3-5,"were on fire in fourth grade & my students need kindle fires and protective cases to engage in independent reading activities. & esl, literacy & florida"
2cd56d964c9e620ac2cdb8efabfd466e,Literacy,Listening Center for my Kindergarten Class,"My students need a listening station, CD/IPOD player, headphones, splitter/junction box, and books on CDs!",Florida,suburban,33912,Grades PreK-2,"listening center for my kindergarten class & my students need a listening station, cdipod player, headphones, splitterjunction box, and books on cds & literacy & florida"
2fe3868feeefde4b24ab52d176888947,"Gym & Fitness, Health & Wellness",Fit for Life,"My students need ways to exercise and improve fitness levels. I want them to know they can always exercise, no matter what the weather is like outside. They need a set of Fitdeck Junior playing cards, dumbbells and an agility ladder.",Georgia,suburban,30122,Grades 3-5,"fit for life & my students need ways to exercise and improve fitness levels. i want them to know they can always exercise, no matter what the weather is like outside. they need a set of fitdeck junior playing cards, dumbbells and an agility ladder. & gym & fitness, health & wellness & georgia"
39bb33cc6e19b747a5fc5b37824dcfdf,"Mathematics, Special Needs",Financial Literacy?  What Is That?,My students need 4 Apple iPads to help them learn to be financially literate citizens. ,Illinois,urban,61201,Grades 3-5,"financial literacy what is that & my students need apple ipads to help them learn to be financially literate citizens. & mathematics, special needs & illinois"
4489fee4776769fa5e3c88ee66cb22de,Literacy,Where's The Reading Corner? We Need A Spot To Read! Part 3,My students need a comfortable listening center to add to our reading area.,Michigan,suburban,48430,Grades PreK-2,wheres the reading corner we need a spot to read part & my students need a comfortable listening center to add to our reading area. & literacy & michigan
498d15c3b7f12df10541dde220458080,"ESL, Gym & Fitness",Into A Tunnel of Love,My students need 3 crawl tunnels to enhance obstacle course and gross motor exploration.,New York,urban,11219,Grades PreK-2,"into a tunnel of love & my students need crawl tunnels to enhance obstacle course and gross motor exploration. & esl, gym & fitness & new york"
4bfef01540b5242eea3de2c298343e49,"Literacy, Literature & Writing",King of the Mountain!,My students need a one-year subscription to Mountain Language online and correlated workbooks.,Georgia,suburban,30122,Grades PreK-2,"king of the mountain & my students need a oneyear subscription to mountain language online and correlated workbooks. & literacy, literature & writing & georgia"
551d05de040b01f72c5029123ea89a43,Other,iCan Learn With iPad Mini,My students need an iPad mini and an iPad case.,California,suburban,93065,Grades 3-5,ican learn with ipad mini & my students need an ipad mini and an ipad case. & other & california
555797a0fdafa199808b0f66406719a9,Literacy,Read Across America,My students need 350 books!,California,urban,92301,Grades 3-5,read across america & my students need 350 books & literacy & california
579187b34d839335938ff50ce09935b1,"Environmental Science, Health & Life Science","Dig, Dig, Dig! Is That A Shark Tooth?",My students need these screens to sift through their fossil dig material. We also need the fossil material for students to study sediments and aging of materials. ,Georgia,urban,31313,Grades 9-12,"dig, dig, dig is that a shark tooth & my students need these screens to sift through their fossil dig material. we also need the fossil material for students to study sediments and aging of materials. & environmental science, health & life science & georgia"
5dab5c7e5dd665a06eb061069e4d7df5,Special Needs,We Need More Ink To Help Us Think,My students need ink cartridges for our classroom printer. ,New York,urban,11229,Grades PreK-2,we need more ink to help us think & my students need ink cartridges for our classroom printer. & special needs & new york
5fc69abf6d4b9dc966781a18d9a1aec1,"Early Development, Health & Wellness","Disc Golf For Pre-K, Oh What Fun!",My students need safe discs to improve their eye hand coordination.  A basket will give them a target to throw at and not throw and hit friends.,Florida,suburban,32579,Grades PreK-2,"disc golf for prek, oh what fun & my students need safe discs to improve their eye hand coordination. a basket will give them a target to throw at and not throw and hit friends. & early development, health & wellness & florida"
64c03caf31518a5ae989a651f764685d,"Literacy, Special Needs",Creative Ways To Teach Literacy Stations!,My students need six iPad Mini's with cases.,Indiana,urban,46219,Grades PreK-2,"creative ways to teach literacy stations & my students need six ipad minis with cases. & literacy, special needs & indiana"
6d964a65355c0529583f7080056ca09b,"Literacy, Literature & Writing",Zizzer Zazzer Zuss,"My students need erasers, pencils, pens, bookmarks, candy, bracelets, name tags, and stickers.",California,urban,92301,Grades 3-5,"zizzer zazzer zuss & my students need erasers, pencils, pens, bookmarks, candy, bracelets, name tags, and stickers. & literacy, literature & writing & california"
6f517ed9e59cca7bb7ada9b382bef7f4,"Literacy, Literature & Writing",Alert!  21st Century Students Need a Technology Upgrade Pt.2,My students need 3 updated computers to continue to integrate technology into their daily lessons and activities. ,California,urban,91042,Grades 3-5,"alert 21st century students need a technology upgrade pt.2 & my students need updated computers to continue to integrate technology into their daily lessons and activities. & literacy, literature & writing & california"
701311b9fadb8e0f11c368bca68efc2f,"Environmental Science, Visual Arts",Protecting the Fish in Our Oceans,My students need watercolor oil pastels and puffy paints to illustrate 3 dimensional fish for a community display to promote environmental awareness to protect our oceans.,Florida,suburban,33065,Grades 3-5,"protecting the fish in our oceans & my students need watercolor oil pastels and puffy paints to illustrate dimensional fish for a community display to promote environmental awareness to protect our oceans. & environmental science, visual arts & florida"
72f2c3c5326aaa2bb2223160334090c6,Mathematics,Financial Literacy for Money-Smart Kids,"My students need The Allowance Game, an iPad mini and case to practice their financial literacy skills.",California,suburban,93065,Grades 3-5,"financial literacy for moneysmart kids & my students need the allowance game, an ipad mini and case to practice their financial literacy skills. & mathematics & california"
7553a571dfb0441e1b585d0267928f18,"Civics & Government, Literacy",Know the News,My students need Scholastic News magazines. These highly engaging magazines teach current topics for social studies and improve reading skills. Kids LOVE these!,Georgia,suburban,30052,Grades 3-5,"know the news & my students need scholastic news magazines. these highly engaging magazines teach current topics for social studies and improve reading skills. kids love these & civics & government, literacy & georgia"
808aa072ee5a34f78f7ac7cd44cbb52a,"Character Education, History & Geography",Tablets For Tolerance,My students need an iPad and case as a vehicle to capture and edit videos.,California,urban,92801,Grades 6-8,"tablets for tolerance & my students need an ipad and case as a vehicle to capture and edit videos. & character education, history & geography & california"
814d58557399ea33ea2a72d12354dee4,"Literacy, Social Sciences",I Can Read About My World!,My students need Scholastic News and Science Spin magazines to improve non-fiction literacy and develop science and social studies skills.,Georgia,suburban,30122,Grades PreK-2,"i can read about my world & my students need scholastic news and science spin magazines to improve nonfiction literacy and develop science and social studies skills. & literacy, social sciences & georgia"
82e6576fa6a985e7cdbedc53b6b9a00f,"Character Education, History & Geography",Tablets For Tolerance,My students need an iPad and case as a vehicle to capture and edit videos. Using an iPad to introduce video editing will allow students to become familiar with the app iMovie.,California,urban,92801,Grades 6-8,"tablets for tolerance & my students need an ipad and case as a vehicle to capture and edit videos. using an ipad to introduce video editing will allow students to become familiar with the app imovie. & character education, history & geography & california"
83cd0edf914cc07b55798b145fc54ddf,Literacy,"Pencils, Erasers and Folders, OH MY!","My students need post its, pencils, erasers, folders, ink, markers, scissors and highlighters.",New York,suburban,11717,Grades 3-5,"pencils, erasers and folders, oh my & my students need post its, pencils, erasers, folders, ink, markers, scissors and highlighters. & literacy & new york"
84d6937e73d944a6fceed0e92edbba33,"Music, Performing Arts",iCan With iBand,My students need an iPad with a protective case as a vehicle to produce and edit music. Using an iPad to introduce music editing will allow students to become familiar with the app GarageBand.,California,urban,92801,Grades 6-8,"ican with iband & my students need an ipad with a protective case as a vehicle to produce and edit music. using an ipad to introduce music editing will allow students to become familiar with the app garageband. & music, performing arts & california"
990efb50ae76343b4fd299b3ec053f34,"Literacy, Literature & Writing",iCan with iPods,My students need 6 iPod MP3 players and a cassette tape converter to transfer books on tape to a modern listening center.,California,urban,93304,Grades 3-5,"ican with ipods & my students need ipod mp3 players and a cassette tape converter to transfer books on tape to a modern listening center. & literacy, literature & writing & california"
9bd58727357a7557bfc63a20c5f4f346,Literature & Writing,Making Connections With Esperanza Rising!,My students need a class set of the novel Esperanza Rising and a Teachers Guide.,New York,suburban,11717,Grades 3-5,making connections with esperanza rising & my students need a class set of the novel esperanza rising and a teachers guide. & literature & writing & new york
a8616fab23855667c896ff7756ca5c31,"Literature & Writing, Visual Arts",Learning Through Our Senses with Play dough,"My students need modeling clay, play dough, lego bricks and books for sensory needs, improving fine motor skills, strengthening writing skills, and creativity.",Florida,suburban,33065,Grades PreK-2,"learning through our senses with play dough & my students need modeling clay, play dough, lego bricks and books for sensory needs, improving fine motor skills, strengthening writing skills, and creativity. & literature & writing, visual arts & florida"
ad9e9c702a12f6a5611a4392c9febecf,"Health & Wellness, Mathematics","I Can't Sleep, Now What?",My students need rest time tubs with small manipulatives to help them stay on their cots. ,Michigan,urban,48910,Grades PreK-2,"i cant sleep, now what & my students need rest time tubs with small manipulatives to help them stay on their cots. & health & wellness, mathematics & michigan"
afb77ad8c39e2c33a34d2601c36701b6,Literacy,A World of Opportunities... A Kindle!,My students need 2 Kindles (and protective cases) for e-reading and small group work.,Florida,suburban,33351,Grades 3-5,a world of opportunities... a kindle & my students need kindles and protective cases for ereading and small group work. & literacy & florida
b9c3381568638b8473eec356c2adb8a3,Literacy,Where's The Reading Corner? We Need A Spot To Read! Part 1,My students need 3 beans bags for our reading area.  We have no where to sit and the floor is not comfortable.,Michigan,suburban,48430,Grades PreK-2,wheres the reading corner we need a spot to read part & my students need beans bags for our reading area. we have no where to sit and the floor is not comfortable. & literacy & michigan
cb8e3c2168181161f4f7dc4708177f24,"Early Development, Literacy",Developing Life Long Readers,My students need books for read alouds to match our thematic units.,Texas,urban,75081,Grades PreK-2,"developing life long readers & my students need books for read alouds to match our thematic units. & early development, literacy & texas"
d92a790315cf1b1040abcb5241257563,"Literacy, Mathematics",Enhancing Methodology Through Technology,My students need two iPads Airs in order to improve literacy and intellectual dexterity. iPads help with hand-eye coordination and adaptability of technology for learning.,Florida,suburban,33147,Grades PreK-2,"enhancing methodology through technology & my students need two ipads airs in order to improve literacy and intellectual dexterity. ipads help with handeye coordination and adaptability of technology for learning. & literacy, mathematics & florida"
db0c84e4b6739685f5f21939f55f9b09,"Mathematics, Special Needs",Time Is Money,"My students need a time math lab for the smart board, a teaching clock, time equivalency puzzles, and other games for practice telling time. ",Georgia,suburban,30122,Grades PreK-2,"time is money & my students need a time math lab for the smart board, a teaching clock, time equivalency puzzles, and other games for practice telling time. & mathematics, special needs & georgia"
df9794c24988863c66269b1840ad0642,Literacy,Keep Calm and Read On,"My students need a variety of recently published-books including Knowledge Encyclopedia, Guinness World Records 2015, Dork Diaries 8, and graphic novels, such as The Graveyard Book, to encourage reading.",New York,suburban,11726,Grades 6-8,"keep calm and read on & my students need a variety of recently publishedbooks including knowledge encyclopedia, guinness world records 2015, dork diaries 8, and graphic novels, such as the graveyard book, to encourage reading. & literacy & new york"
e9530ef83709fb0e5ac87d96e1dd73ba,Literacy,Fun and Games Through Reading!,My students need games and manipulatives to help  with decoding words and reading skills. ,New York,urban,14204,Grades 3-5,fun and games through reading & my students need games and manipulatives to help with decoding words and reading skills. & literacy & new york
ec7fd27d131d10538a4214aa38e52e95,"Environmental Science, Mathematics",Minecrafting Through STEM,"My students need a class subscription to MinecraftEdu, laptops to use as servers, headphones, and Microsoft Office to learn science in new and creative ways.",California,urban,93313,Grades 3-5,"minecrafting through stem & my students need a class subscription to minecraftedu, laptops to use as servers, headphones, and microsoft office to learn science in new and creative ways. & environmental science, mathematics & california"
ed2b9fa838e037f4b5cba6b5ad7a1c45,"Economics, Literacy",Kindergarten Making Financial and Career Choices! Cha-Ching!,"My students need 4 Chromebooks, 20 Magic Boards, community vehicles, building brick people, and headphones to extend learning about financial literacy and money. ",Georgia,suburban,30253,Grades PreK-2,"kindergarten making financial and career choices chaching & my students need chromebooks, 20 magic boards, community vehicles, building brick people, and headphones to extend learning about financial literacy and money. & economics, literacy & georgia"
097be16aa2c6e9d49160f06828b1ba1f,Character Education,Caught Being Good Once Again!,"My students need Caught Being Good Prizes such as bubbles, sunglasses and flashlights.",Pennsylvania,urban,19122,Grades PreK-2,"caught being good once again & my students need caught being good prizes such as bubbles, sunglasses and flashlights. & character education & pennsylvania"
0a69dc93b48520f16a5d9c1804a3e55d,"College & Career Prep, Special Needs",Worker Bees,My students need a bookcase with cubbies to organize their academic and vocational tasks.,California,suburban,92563,Grades PreK-2,"worker bees & my students need a bookcase with cubbies to organize their academic and vocational tasks. & college & career prep, special needs & california"
0b3153c1a5b068d87c0ba18422e9f15f,"Applied Sciences, Visual Arts",Winner! Winner! Is What We Want to Be!,"My students need a cricut machine, various cricut cartridges and cricut accessories to help them create great science fair boards.",Texas,urban,78242,Grades PreK-2,"winner winner is what we want to be & my students need a cricut machine, various cricut cartridges and cricut accessories to help them create great science fair boards. & applied sciences, visual arts & texas"
0c44dcd3aa48076b3e0a91169a4ac665,"Mathematics, Special Needs",S.T.E.M- Students Totally Engaged in Mathematics!,My students need a Chromebook and headphones to learn important math concepts.,North Carolina,urban,28052,Grades 6-8,"s.t.e.m students totally engaged in mathematics & my students need a chromebook and headphones to learn important math concepts. & mathematics, special needs & north carolina"
0c8a8f649ff7fed31b715c53f6e05557,Mathematics,"Connect The ""Hot Dots"" With Addition And Subtraction Facts!",My students need addition and subtraction facts materials and Hot Dots quiz cards.,Texas,urban,77088,Grades PreK-2,connect the hot dots with addition and subtraction facts & my students need addition and subtraction facts materials and hot dots quiz cards. & mathematics & texas
0dbebf230b23651bbb615f7bf1a8a860,Literacy,"Derek Jeter Wrote It, I Want To Read It","My students need the new book by Derek Jeter, the latest in our favorite series (Heroes of Olympus, Unwind, Maximum Ride) and some books to scare our socks off.",New York,suburban,11726,Grades 6-8,"derek jeter wrote it, i want to read it & my students need the new book by derek jeter, the latest in our favorite series heroes of olympus, unwind, maximum ride and some books to scare our socks off. & literacy & new york"
11b8ffaf678ab3b5777323a26075a6a4,Literacy,Skype For Education!,My students need a laptop to conduct research projects and work in literacy centers!,New York,suburban,11717,Grades 3-5,skype for education & my students need a laptop to conduct research projects and work in literacy centers & literacy & new york
123066e34ff25ab22ea9012025c90473,"Character Education, Environmental Science","Tye-Dye to Reduce, Reuse, Recycle and Revisit Going Green",My students need 60 T-shirts and 60 canvas totebags to tye-dye in celebration of Going Green to become better stewards of our precious Planet Earth.,Georgia,suburban,30238,Grades 3-5,"tyedye to reduce, reuse, recycle and revisit going green & my students need 60 tshirts and 60 canvas totebags to tyedye in celebration of going green to become better stewards of our precious planet earth. & character education, environmental science & georgia"
15c60ec3f24c5ee653b4a5a552b000ff,"Civics & Government, Gym & Fitness","Physical Education, Dancing, and Diversity Go Hand in Foot","My students need a Samsung Galaxy tablet, a screen protector, a tablet case and keyboard, and a video/audio adapter.",New York,urban,11219,Grades 3-5,"physical education, dancing, and diversity go hand in foot & my students need a samsung galaxy tablet, a screen protector, a tablet case and keyboard, and a videoaudio adapter. & civics & government, gym & fitness & new york"
1af06061666235edd35a66752955242f,"Gym & Fitness, Health & Wellness",Odds and Ends for My Yoga Friends,"My students need yoga games, books, pom pons, feathers, and storage containers.",New York,urban,11219,Grades PreK-2,"odds and ends for my yoga friends & my students need yoga games, books, pom pons, feathers, and storage containers. & gym & fitness, health & wellness & new york"
1d686e512168568b653ae4124c5a70fa,"Environmental Science, Health & Life Science",Simultaneous Science Through Unlimited Use E-Books!,My students need unlimited use e-books about science topics to support their assigned curriculum and to offer access to every student researching these topics.,Georgia,urban,31907,Grades PreK-2,"simultaneous science through unlimited use ebooks & my students need unlimited use ebooks about science topics to support their assigned curriculum and to offer access to every student researching these topics. & environmental science, health & life science & georgia"
22a83481a6951aded5cf34f1d6141d91,"Literacy, Literature & Writing",Magnetic Letters,My students need 2 sets of magnetic classroom letters and 2 extra large drawing pads.,North Carolina,suburban,28704,Grades PreK-2,"magnetic letters & my students need sets of magnetic classroom letters and extra large drawing pads. & literacy, literature & writing & north carolina"
2a8f4b1e67be8ddb14c0d715416aa1bd,"Environmental Science, Health & Life Science","You Have Been Weighed, You Have Been Measured",My students need triple beam balances and scales.,Georgia,urban,31313,Grades 9-12,"you have been weighed, you have been measured & my students need triple beam balances and scales. & environmental science, health & life science & georgia"
37305666720796ad07f3520633510677,Other,Purify Our Learning Area,My students need a Fellowes AP300PH air purifier.,North Carolina,suburban,28704,Grades PreK-2,purify our learning area & my students need a fellowes ap300ph air purifier. & other & north carolina
3f534bd1919c2276bac36dfc72b866f5,Literacy,Reading Across America Part 3,"My students need 150 books, and Dr. Seuss items such as bookmarks, stickers, pencils, erasers, and pencil sharpeners for our  Read Across America celebration!",California,suburban,92345,Grades 3-5,"reading across america part & my students need 150 books, and dr. seuss items such as bookmarks, stickers, pencils, erasers, and pencil sharpeners for our read across america celebration & literacy & california"
42ab5b9c949a1b70618bf7f5d7d26e16,"College & Career Prep, Special Needs",Workers Bees All Around,My students need a bookcase with cubbies to help organize academic and vocational training supplies. ,California,suburban,92563,Grades PreK-2,"workers bees all around & my students need a bookcase with cubbies to help organize academic and vocational training supplies. & college & career prep, special needs & california"
456c1fb28e9b6f392f6dc9a9b6f5ee43,"Literature & Writing, Social Sciences",A Comfy Place To Meet,"My students need a classroom carpet to meet and learn on. In my class, we spend a lot of our day learning on the carpet as a class. We do not have a nice place to gather.",California,suburban,92562,Grades 3-5,"a comfy place to meet & my students need a classroom carpet to meet and learn on. in my class, we spend a lot of our day learning on the carpet as a class. we do not have a nice place to gather. & literature & writing, social sciences & california"
50caa9dbe89226a75dac40cd6edfe366,Literature & Writing,Keep Our Centers Going Part 2,"My students need a laptop, headphones and wireless mice to work on iStation during center time.",Texas,urban,78242,Grades PreK-2,"keep our centers going part & my students need a laptop, headphones and wireless mice to work on istation during center time. & literature & writing & texas"
5345ee02d09b85f7833e18f8e9f986f5,"Character Education, Early Development",Positive Behavior Support With ClassDojo,My students need an iPad to maintain positive behavior and gain positive reinforcement for their efforts with the use of an iPad and the ClassDojo application.,Michigan,urban,49002,Grades PreK-2,"positive behavior support with classdojo & my students need an ipad to maintain positive behavior and gain positive reinforcement for their efforts with the use of an ipad and the classdojo application. & character education, early development & michigan"
5720f985a213ba51bcce23cc6fe1bf6d,"Literacy, Special Needs",Building Independence with TEACCH Task Boxes,My students need a portable file cart to keep organized and storage containers to create TEACCH task boxes to build independence.,California,suburban,91775,Grades 3-5,"building independence with teacch task boxes & my students need a portable file cart to keep organized and storage containers to create teacch task boxes to build independence. & literacy, special needs & california"
5de2fe24ad557c7455d4294eae75eb00,"Literacy, Literature & Writing",Let's Make Phonics Fun!,My students need a phonics magnetic word building set and teaching reading skills activity centers. ,North Carolina,suburban,28704,Grades PreK-2,"lets make phonics fun & my students need a phonics magnetic word building set and teaching reading skills activity centers. & literacy, literature & writing & north carolina"
6163e1c2994383b4fc64b3ecd2abf26e,"Gym & Fitness, Health & Wellness","Inside Recess? Yes, Please!","My students need equipment for indoor recess that encourages movement. The equipment we are asking for includes tunnels, balance boards, activity mats, and parachutes.",Michigan,urban,49002,Grades PreK-2,"inside recess yes, please & my students need equipment for indoor recess that encourages movement. the equipment we are asking for includes tunnels, balance boards, activity mats, and parachutes. & gym & fitness, health & wellness & michigan"
680cf1574c9ca94d94a5a94451c9f9a2,"Literacy, Literature & Writing",Red Reading Table,My students need a round table for our reading groups.,North Carolina,suburban,28704,Grades PreK-2,"red reading table & my students need a round table for our reading groups. & literacy, literature & writing & north carolina"
68ce0535c375ea7bfbc036b80b66b246,"Health & Life Science, Literacy",STEM Readers,My students need Space Vocabulary Readers and Human Body Vocabulary Readers.,North Carolina,suburban,28704,Grades 3-5,"stem readers & my students need space vocabulary readers and human body vocabulary readers. & health & life science, literacy & north carolina"
6971d311a1f0687dd90b9dd897d1a492,Financial Literacy,First Grade Financial Fitness,My students need three Toshiba Chromebook laptops. ,Florida,suburban,33023,Grades PreK-2,first grade financial fitness & my students need three toshiba chromebook laptops. & financial literacy & florida
